"Контрагент","Итого","max"
ХойникиТрейд ООО (АЗЕРБАЙДЖАН),21924.00,C
ТРАКТ ООО,21901.16,C
СЕРВИС-ЦЕНТР ООО,21795.85,C
ЭНЕРГИЯ ООО,21792.52,C
ЖодиноСервис ООО (БЕЛАРУСЬ),21721.44,C
ВЕНЕРА ООО,21566.20,C
ОршаКонсалт АО (ГРУЗИЯ),21520.79,C
СТРОЙФОРУМ ООО,21375.00,C
ЛюбаньФарма АО (БЕЛАРУСЬ),21344.04,C
ТОРГОВЫЙ ДОМ ООО,21230.15,C
ТверьКом ООО,21211.20,C
"ООО КБ ""АГРОСОЮЗ""",21152.16,C
АРГОН ООО,20988.80,C
ЭКСПЕРТ ООО,20720.80,C
УшачиТех АО (РОССИЯ),20637.06,C
СенненскийЛогистика АО (БЕЛАРУСЬ),20636.74,C
ПолоцкИнновации ООО (БЕЛАРУСЬ),20614.68,C
МюИнновации АО (РОССИЯ),20591.42,C
ЧукоткаМед ООО (УЗБЕКИСТАН),20507.04,C
ПинскМед ТОО (БЕЛАРУСЬ),20463.53,C
ЭТАФИНАНС ООО,20376.20,C
МиорыТрейд ООО (АЗЕРБАЙДЖАН),20363.40,C
РоссоныФарма АО (БЕЛАРУСЬ),20146.02,C
АктауИндустрия АО (КАЗАХСТАН),20045.52,C
КировскМаш АО (РОССИЯ),19932.48,C
ЕльскИнновации ООО (БЕЛАРУСЬ),19882.08,C
ЖодиноЛогистика АО (БЕЛАРУСЬ),19784.25,C
ФениксКонсалт ТОО,19720.08,C
СУПЕР ООО,19706.00,C
СеверЭнерго АО (ГРУЗИЯ),19440.00,C
ГродноТех АО (БЕЛАРУСЬ),19440.00,C
ПолоцкКом ТОО (ТУРКМЕНИСТАН),19297.80,C
ГанцевичиЭнерго ТОО (БЕЛАРУСЬ),19272.48,C
БЕТОН ООО,19224.00,C
КировскИндустрия АО (БЕЛАРУСЬ),19184.09,C
АРИАДНА ООО,19148.20,C
СТАНДАРТ ООО,19121.00,C
ЛяховичиЛогистика ООО (БЕЛОРУСЬ),19115.57,C
УфаМед ООО,19074.60,C
ГлускТех ООО (БЕЛАРУСЬ),19038.60,C
ОршаСервис ООО (БЕЛАРУСЬ),18965.56,C
ХотимскКонсалт ТОО (КАЗАХСТАН),18798.00,C
НаровляТрейд АО (БЕЛАРУСЬ),18792.00,C
СПУТНИК ООО,18760.00,C
ЛАМБДА-ЭНЕРГО ООО,18748.26,C
ИвацевичиЭкспорт АО (БЕЛАРУСЬ),18710.36,C
БАРС ООО,18567.04,C
ЛуганскЭкспорт ООО,18557.21,C
БелгородИнвест АО,18531.93,C
ЮграПроект АО (РОССИЯ),18517.08,C
ИвановоФинанс ООО (БЕЛОРУСЬ),18505.31,C
ЧелябинскФарма АО,18443.58,C
БайкалСтрой АО,18417.41,C
АЛЬФА-32 ООО,18381.44,C
ГИДРО ООО,18276.00,C
НептунПроект ОАО,18184.80,C
СтарыеДорогиФарма АО (БЕЛАРУСЬ),17902.33,C
КомаринЭкспорт ТОО (БЕЛАРУСЬ),17742.24,C
ЛиозноМед ТОО (БЕЛАРУСЬ),17595.00,C
СТРОЙ-АЛЬЯНС ООО,17544.00,C
ШАНЭКО ООО,17486.00,C
СатурнФинанс ТОО (КИРГИЗИЯ),17424.58,C
ВИНТ ООО,17370.00,C
ДнепрКом АО (РОССИЯ),17289.75,C
"ОАО ""Авиакомпания ""БАЛ""",17280.00,C
Автоприбор (Владимир),17259.32,C
БерезаЛогистика ООО (БЕЛАРУСЬ),17232.18,C
АКВАПАРК ООО,17227.64,C
"ООО КБ ""АЛЬБА АЛЬЯНС""",17126.61,C
ФОРПОСТ ООО,17114.30,C
КраснопольеПроект ООО (УЗБЕКИСТАН),17095.97,C
"ЗАО ""ГК ""АСТОРИЯ""",17043.62,C
ДрогичинПроект АО (УКРАИНА),16980.00,C
ВЕРШИНА ООО,16873.20,C
ЕкатеринбургИндустрия АО (МОЛДОВА),16826.56,C
НесвижСтрой ТОО (БЕЛАРУСЬ),16802.64,C
БыховЛогистика ООО (БЕЛАРУСЬ),16753.82,C
ФИНИСТ ООО,16609.60,C
ЯмалоНенецкийЛогистика ТОО (АРМЕНИЯ),16607.00,C
"АО ""АНГГ""",16544.61,C
ОршаЭкспорт ТОО (КИРГИЗИЯ),16531.81,C
АлматыФинанс ТОО (АРМЕНИЯ),16508.30,C
ВеткаТрейд АО (БЕЛАРУСЬ),16458.83,C
"ООО КБ ""АДМИРАЛТЕЙСКИЙ""",16422.00,C
МогилевТрейд ООО (БЕЛАРУСЬ),16420.32,C
РязаньТрейд ТОО (КАЗАХСТАН),16414.77,C
ЧаусыСервис ООО (БЕЛАРУСЬ),16356.96,C
ЕврейскаяАОМед АО,16332.00,C
ПавлодарИнновации ООО (КАЗАХСТАН),16236.00,C
ИркутскФинанс АО,16146.00,C
ДрогичинИндустрия АО (БЕЛАРУСЬ),16047.16,C
КалинковичиИнвест АО (БЕЛАРУСЬ),15825.60,C
УшачиЛогистика АО (БЕЛАРУСЬ),15824.88,C
ХерсонПроект ТОО,15773.76,C
ЯмалоНенецкийЭнерго ООО,15694.66,C
ЛьвовЭнерго АО,15658.92,C
СтолбцыИндустрия ООО (БЕЛОРУСЬ),15648.00,C
КричевСервис АО (МОЛДОВА),15604.23,C
ГанцевичиКонсалт ТОО (КАЗАХСТАН),15563.49,C
Егоршинский радиозавод ОАО,15442.92,C
КомаринСтрой ТОО (БЕЛАРУСЬ),15338.30,C
ДубровноСервис АО (БЕЛАРУСЬ),15186.00,C
СмоленскКонсалт ООО,15177.96,C
"АО ""АНХК""",15128.27,C
НаровляТех ООО (БЕЛАРУСЬ),15126.00,C
ИмперияЛогистика ООО,15120.00,C
ЛяховичиСервис ТОО (АРМЕНИЯ),15100.85,C
ПружаныМед АО (УКРАИНА),15060.42,C
ЧайкаКом ОАО,15012.00,C
ЧаусыМед ТОО (БЕЛАРУСЬ),14960.40,C
ВЕРНИСАЖ ООО,14935.50,C
АРВЕСТА,14871.60,C
"ООО ""АМА ПРОДАКШН""",14785.20,C
КраснопольеИнвест ООО (БЕЛАРУСЬ),14770.14,C
БАГИРА ООО,14757.12,C
КопыльСервис ООО (БЕЛАРУСЬ),14688.00,C
СемейМаш АО (РОССИЯ),14663.42,C
КлимовичиЛогистика ООО (БЕЛАРУСЬ),14661.58,C
СИБИРЬ ООО,14421.92,C
СлуцкТрейд АО (ГРУЗИЯ),14401.59,C
СИГМАКОМ ООО,14382.00,C
ЧаусыМед ООО (БЕЛАРУСЬ),14311.80,C
СИГМА-ПРО ООО,14168.00,C
ГлускФинанс АО (МОЛДОВА),14152.20,C
ЛунинецЛогистика ООО (БЕЛАРУСЬ),14145.53,C
ГлубокоеЭкспорт АО (УКРАИНА),14099.76,C
ЛиозноСервис АО (БЕЛАРУСЬ),14011.50,C
"ООО ""Техпром""",13996.80,C
ИнгушетияКом ООО (ТАДЖИКИСТАН),13988.92,C
НовополоцкПроект АО (БЕЛАРУСЬ),13979.52,C
"АО ""АМНГР""",13946.16,C
ХИ-КОМ ООО,13924.00,C
КировскФинанс ООО (БЕЛОРУСЬ),13878.72,C
ТуровТех ООО (БЕЛАРУСЬ),13854.48,C
ВоронежЭнерго АО (РОССИЯ),13822.26,C
САПФИР ООО,13751.00,C
АСФАЛЬТ ООО,13750.00,C
ЕВРОИНОКС ООО,13633.70,C
ЛяховичиИндустрия АО (БЕЛАРУСЬ),13623.36,C
ГЕРДА ООО,13474.80,C
Еврогидросервис ТОО (КАЗАХСТАН),13464.00,C
РоссоныЭкспорт АО (УКРАИНА),13464.00,C
АКВАРИУМ ООО,13454.64,C
ОбьЭкспорт ООО (УЗБЕКИСТАН),13446.00,C
ЭТА-ПЛЮС ООО,13437.00,C
ДонецкИнновации АО,13396.66,C
ТюменьМед ТОО (КИРГИЗИЯ),13339.30,C
ОрбитаЛогистика ТОО (АРМЕНИЯ),13235.22,C
ИПСИЛОНПРОД ООО,13183.20,C
РАЦИО ООО,13161.78,C
ФениксТранс ТОО (ТУРКМЕНИСТАН),13147.68,C
СенненскийСервис ООО (БЕЛАРУСЬ),13142.64,C
"АО ""АТЛАНТРЫБФЛОТ""",13060.43,C
КраснопольеЛогистика АО (БЕЛАРУСЬ),13035.60,C
АЛЬФА-КАПИТАЛ ООО,13019.00,C
ДубровноИнвест ООО (БЕЛАРУСЬ),12867.12,C
СтарыеДорогиПроект АО (БЕЛАРУСЬ),12849.19,C
МикашевичиСервис ООО (БЕЛАРУСЬ),12700.80,C
"ПАО ""АГРЕГАТ""",12668.40,C
ЛепельПроект ООО (УЗБЕКИСТАН),12624.91,C
АтырауТех ООО (КАЗАХСТАН),12475.80,C
АРМАДА ООО,12449.40,C
СевастопольИнновации ТОО (КАЗАХСТАН),12339.00,C
АМЕТИСТ-СТРОЙ ООО,12260.00,C
ХотимскСервис ООО (БЕЛАРУСЬ),12251.09,C
"АО ""ЦОФ ""АБАШЕВСКАЯ""",12246.00,C
ДзержинскТех ООО (БЕЛАРУСЬ),12245.13,C
БАЛТИК-СТРОЙ ООО,12180.00,C
БобруйскИнвест ООО (БЕЛАРУСЬ),12169.80,C
ШкловФарма ООО (БЕЛАРУСЬ),12153.60,C
"ЗАО ""ПЕРВЫЙ КОНДИТЕРСКИЙ КОМБИНАТ - АЗАРТ""",12144.46,C
БобруйскТех ООО (БЕЛАРУСЬ),12107.62,C
ТуровТранс ТОО (КАЗАХСТАН),12007.38,C
АПТЕКА ООО,11946.18,C
МоскваСервис АО (МОЛДОВА),11880.00,C
ВерхнедвинскСтрой ТОО (БЕЛАРУСЬ),11692.12,C
НаровляПроект АО (БЕЛАРУСЬ),11685.98,C
КричевИндустрия АО (БЕЛАРУСЬ),11658.24,C
ООО Престорусь             ИНН7733851742,11605.43,C
БраславПроект АО (БЕЛАРУСЬ),11598.48,C
ТРОЯ ООО,11533.20,C
ЛепельСервис ООО (БЕЛАРУСЬ),11489.94,C
КобринЭкспорт АО (БЕЛАРУСЬ),11430.72,C
КарагандаЭкспорт ТОО (КИРГИЗИЯ),11413.47,C
ХотимскЛогистика ТОО (АРМЕНИЯ),11376.00,C
ТамбовТранс АО (ГРУЗИЯ),11341.94,C
КраснопольеФарма ООО (УЗБЕКИСТАН),11314.99,C
АНКЕР ООО,11238.60,C
СтолинИнвест ООО (БЕЛАРУСЬ),11152.08,C
"ОАО ""АК ""ТРАНСАЭРО""",11108.16,C
МарсЭнерго АО (РОССИЯ),10947.74,C
ГалактикаСервис ТОО,10882.95,C
АВТОХИМ ООО,10855.76,C
ПинскКом АО (БЕЛАРУСЬ),10601.88,C
КалинковичиМед ТОО (КИРГИЗИЯ),10594.80,C
"ООО ""МАСТ Сервис""",10579.53,C
ПинскФинанс АО (МОЛДОВА),10565.40,C
МстиславльМед ООО (БЕЛАРУСЬ),10552.15,C
БрестЭнерго АО (БЕЛАРУСЬ),10513.80,C
ШкловЭкспорт ТОО (КИРГИЗИЯ),10445.76,C
ЧашникиЭнерго ООО (БЕЛАРУСЬ),10376.86,C
"Союз ""Торгово-промышленная палата Орловской области""",10368.00,C
КраснопольеИнвест АО (БЕЛАРУСЬ),10352.41,C
ГАММАТРЕЙД ООО,10310.00,C
ЛуганскСервис ООО (БЕЛОРУСЬ),10267.68,C
ХотимскЭнерго ТОО (БЕЛАРУСЬ),10242.72,C
ООО Инженерная компания «555»,10241.28,C
МарьинаГоркаТрейд АО (БЕЛАРУСЬ),10215.80,C
ЭкваторТранс ТОО,10200.00,C
КрымТех АО (РОССИЯ),10059.72,C
ЮНОНА ООО,9994.00,C
КостанайЛогистика ООО (БЕЛОРУСЬ),9979.20,C
СВЕТ ООО,9960.00,C
СтолинФарма ООО (УЗБЕКИСТАН),9943.68,C
СтолинМед ТОО (БЕЛАРУСЬ),9916.80,C
ХарьковЭнерго ООО (ТАДЖИКИСТАН),9902.25,C
ТолочинКом ТОО (БЕЛАРУСЬ),9889.00,C
ПолоцкТрейд АО (БЕЛАРУСЬ),9865.44,C
ЕльскКонсалт ООО (АЗЕРБАЙДЖАН),9841.32,C
ХойникиФарма АО (БЕЛАРУСЬ),9790.08,C
ЛИДЕР ООО,9770.50,C
БыховКонсалт ТОО (КАЗАХСТАН),9743.57,C
ХотимскЛогистика АО (БЕЛАРУСЬ),9730.32,C
ЛяховичиЛогистика ООО (БЕЛАРУСЬ),9720.00,C
"ПАО ""АКРОН""",9720.00,C
БОГЕМА ООО,9715.00,C
Амурсвязь,9679.68,C
РАПСОДИЯ ООО,9666.90,C
ЯкорьИнновации ООО (ТАДЖИКИСТАН),9619.29,C
ПинскСервис ТОО (АРМЕНИЯ),9593.76,C
ФанипольПроект АО (БЕЛАРУСЬ),9504.00,C
ХИСЕРВИС ООО,9459.33,C
МикашевичиСтрой ТОО (БЕЛАРУСЬ),9424.42,C
КировскЛогистика ООО (БЕЛАРУСЬ),9247.14,C
КировскСтрой АО (БЕЛАРУСЬ),9240.48,C
ЖодиноМаш ООО (ТАДЖИКИСТАН),9125.21,C
"ООО ""РА ""Юбилей""",9042.48,C
ГлускСтрой ТОО (БЕЛАРУСЬ),8975.78,C
Архангельский гидролизный завод,8864.28,C
"ООО ""ЭЛИТСТРОЙ""",8769.60,C
АЛЬФА-СТРОЙ ООО,8765.55,C
АлматыИнвест АО (КАЗАХСТАН),8765.05,C
СтавропольТрейд АО,8748.00,C
КричевЭнерго ТОО (ТУРКМЕНИСТАН),8714.88,C
ЛепельКонсалт АО (ГРУЗИЯ),8659.76,C
БыховСтрой АО (БЕЛАРУСЬ),8650.23,C
ЛЕГИОН ООО,8620.40,C
ОктябрьскийМед ТОО (КИРГИЗИЯ),8569.20,C
ДубровноТех ООО (БЕЛАРУСЬ),8536.68,C
ЛунинецТех ООО (ТАДЖИКИСТАН),8532.80,C
ЭлистаФарма АО (УКРАИНА),8510.40,C
СамараКом АО (РОССИЯ),8501.98,C
СлавгородМаш ТОО (ТУРКМЕНИСТАН),8492.55,C
СенненскийМед ООО (БЕЛАРУСЬ),8467.20,C
ОршаИнвест АО (БЕЛАРУСЬ),8462.29,C
ЛьвовКом АО,8412.98,C
ХарьковСтрой АО,8365.20,C
ДЯДЯ ПЕТЯ ООО,8290.70,C
БобруйскМед ТОО (БЕЛАРУСЬ),8269.92,C
ГанцевичиМед ТОО (БЕЛАРУСЬ),8262.00,C
ОмегаКонсалт ТОО,8202.24,C
СлуцкИнвест АО (БЕЛАРУСЬ),8131.21,C
МогилевИнвест ООО (БЕЛАРУСЬ),8126.30,C
БУМАГА ООО,8122.00,C
ВеткаТех АО (РОССИЯ),8114.40,C
КлимовичиКом АО (РОССИЯ),8040.24,C
ПинскПроект АО (БЕЛАРУСЬ),8021.16,C
"ООО ""КОРПОРАЦИЯ КВАЗАР""",7969.25,C
РОДНИК ООО,7965.60,C
СТИЛЬ ООО,7963.00,C
КомаринИндустрия ООО (БЕЛАРУСЬ),7920.00,C
ДубровноТех ООО (ТАДЖИКИСТАН),7900.58,C
СТАРТ ООО,7797.00,C
КлимовичЭнерго ООО (БЕЛАРУСЬ),7792.54,C
"ОАО ""ПОЛИФАРМ""",7776.00,C
МогилевИндустрия АО (БЕЛАРУСЬ),7775.70,C
МиорыЭкспорт ТОО (БЕЛАРУСЬ),7743.64,C
КлимовичиКом АО (БЕЛАРУСЬ),7727.28,C
ОдессаИндустрия ТОО (АРМЕНИЯ),7709.18,C
ООО «ЭКСЕРГИЯ-Л»,7613.28,C
КраснопольеСтрой АО (БЕЛАРУСЬ),7542.60,C
МозырьМед АО (БЕЛАРУСЬ),7467.55,C
КалинковичиЭнерго ООО (БЕЛАРУСЬ),7440.42,C
"ООО ТД ""Полимер Групп""",7419.24,C
ЯХОНТ ООО,7346.25,C
АВТОТРАНС ООО,7340.77,C
БЕТАКОНСТРУКТ ООО,7328.00,C
НовополоцкИнновации ООО (БЕЛАРУСЬ),7326.63,C
АНЖЕЛИКА ООО,7305.28,C
ЧашникиИнвест АО (БЕЛАРУСЬ),7300.32,C
СтарыеДорогиКом ТОО (ТУРКМЕНИСТАН),7294.08,C
СевернаяОсетияСтроительство ООО,7086.15,C
ВитебскФинанс ООО (БЕЛАРУСЬ),7084.80,C
БыховПроект АО (УКРАИНА),7069.92,C
КалинковичиСтрой ТОО (БЕЛАРУСЬ),6968.64,C
МЮЛОГИСТИК ООО,6956.80,C
КалмыкияПроект ТОО,6955.78,C
ЧашникиЭнерго АО (РОССИЯ),6944.40,C
ГоркиТрейд ООО (БЕЛАРУСЬ),6941.47,C
ТЭТАЭНЕРГО ООО,6893.20,C
КировскКом АО (БЕЛАРУСЬ),6840.58,C
ЧериковМед ТОО (БЕЛАРУСЬ),6799.82,C
ДнепрМед ТОО (КИРГИЗИЯ),6639.83,C
ХантыМансийскийТех ТОО,6630.96,C
ЛюбаньЭкспорт АО (УКРАИНА),6623.28,C
"ГП Ф-КА ФОРМЕННОГО ОБМУНДИРОВАНИЯ ""АВИАЛЕСООХРАНА""",6609.60,C
ТулаФарма ТОО,6529.38,C
СамараСтроительство АО,6446.34,C
ХотимскМед ООО (БЕЛАРУСЬ),6398.40,C
ЛУЧ ООО,6320.00,C
МстиславльИнновации ООО (АЗЕРБАЙДЖАН),6318.00,C
ОршаТрейд ООО (БЕЛАРУСЬ),6317.16,C
ВитебскСервис ТОО (АРМЕНИЯ),6269.62,C
АНАНАС ООО,6265.45,C
БобруйскПроект ТОО (БЕЛАРУСЬ),6256.78,C
СИГМАТЕХ ООО,6250.44,C
КАППА-ЭНЕРГО ООО,6232.20,C
ПинскЭнерго ООО (ТАДЖИКИСТАН),6223.92,C
КрымКонсалт АО (ГРУЗИЯ),6199.20,C
"ООО ""НПО «Ликом»""",6195.46,C
"КБ ""ИНТЕРКОММЕРЦ"" (ООО)",6183.00,C
МикашевичиЛогистика АО (БЕЛАРУСЬ),6137.35,C
ОктябрьскийФарма АО (УКРАИНА),6132.00,C
ГоркиИнвест АО (БЕЛАРУСЬ),6131.16,C
ЭЛЕКТРИК ООО,6054.00,C
"АО ""АКРИХИН""",6034.75,C
АВТОМИР ООО,6022.32,C
БерезаФарма ООО (УЗБЕКИСТАН),6022.24,C
ЭкибастузЭнерго ТОО (КАЗАХСТАН),6014.02,C
ЯкутскЭнерго ТОО,6004.80,C
СаратовТех ООО (ТАДЖИКИСТАН),5999.32,C
КраснопольеЭнерго ТОО (БЕЛАРУСЬ),5997.60,C
ШымкентСтрой ООО (КАЗАХСТАН),5990.04,C
ПСИ-ИНЖ ООО,5963.00,C
ШТУРМ ООО,5918.40,C
ЖигулиТрейд ООО (БЕЛОРУСЬ),5832.00,C
ХойникиИнновации ООО (БЕЛАРУСЬ),5796.00,C
БыховТрейд ООО (БЕЛАРУСЬ),5779.44,C
ЛепельИнвест АО (БЕЛАРУСЬ),5714.42,C
БобруйскИндустрия ТОО (АРМЕНИЯ),5702.40,C
КызылордаКом ТОО (ТУРКМЕНИСТАН),5694.70,C
АКСИОМА-СТРОЙ ООО,5662.44,C
ЖодиноЭкспорт ТОО (БЕЛАРУСЬ),5569.44,C
АКС ООО,5563.00,C
ШкловЭнерго ТОО (ТУРКМЕНИСТАН),5552.40,C
А-Реал Консалтинг,5548.20,C
ВерхнедвинскСервис ООО (БЕЛОРУСЬ),5445.36,C
БобруйскПроект АО (БЕЛАРУСЬ),5421.72,C
РОСНЕФТЬ-СЕРВИС ООО,5420.00,C
ТолочинЛогистика ТОО (АРМЕНИЯ),5387.88,C
НЮПРОМ ООО,5383.99,C
МогилевЭнерго ТОО (БЕЛАРУСЬ),5380.90,C
ОршаИнновации ООО (АЗЕРБАЙДЖАН),5372.70,C
ОктябрьскийЛогистика АО (БЕЛАРУСЬ),5335.13,C
АтырауИндустрия АО (МОЛДОВА),5329.68,C
ИвацевичиИнвест АО (БЕЛАРУСЬ),5324.40,C
ЛиозноПроект АО (БЕЛАРУСЬ),5200.95,C
ЙотаФинанс АО (УКРАИНА),5195.52,C
ИвановоЭнерго ТОО (ТУРКМЕНИСТАН),5184.00,C
"ООО КБ ""КАПИТАЛ КРЕДИТ""",5140.80,C
УральскМед ООО (КАЗАХСТАН),5136.48,C
ЧечерскЭнерго ООО (БЕЛАРУСЬ),5079.60,C
"ООО ""ТиВолга""",5065.38,C
СахалинЭкспорт АО (УКРАИНА),5061.12,C
НовополоцкЭкспорт АО (БЕЛАРУСЬ),5054.40,C
"ООО КБ ""Алжан""",5024.64,C
ФАВОРИТ ООО,4963.84,C
ЭтнаЭнерго ООО,4929.42,C
КамчаткаКом ООО,4924.80,C
Архангельскнефтепродукт,4920.00,C
"ОАО ""Авиакомпания ""Самара""",4896.00,C
ВитебскКом АО (БЕЛАРУСЬ),4878.00,C
ХИ-ИНЖ ООО,4870.40,C
МикашевичиМед ООО (БЕЛАРУСЬ),4860.00,C
ОрбитаТех ООО,4841.28,C
МоскваИнновации АО,4746.53,C
ОРИОН-СЕРВИС ООО,4704.10,C
"ОАО ""АВТОКРАН""",4695.00,C
ЧаусыЛогистика ООО (БЕЛАРУСЬ),4686.24,C
КиевИнвест ТОО,4659.65,C
"ОАО ""АРСЕНЬЕВСКИЙ МЯСОКОМБИНАТ""",4631.00,C
КлимовичСервис ООО (БЕЛАРУСЬ),4602.24,C
ВладивостокКом ООО (ТАДЖИКИСТАН),4570.02,C
ЭкибастузТех ООО (ТАДЖИКИСТАН),4567.15,C
КлимовичиСтрой АО (БЕЛАРУСЬ),4555.80,C
ХотимскЭнерго ТОО (ТУРКМЕНИСТАН),4475.66,C
ПСИТРЕЙД ООО,4466.16,C
ТАУЭНЕРГО ООО,4445.89,C
"ОАО КПП ""АВИАМОТОР""",4443.00,C
ИвацевичиТрейд ООО (БЕЛАРУСЬ),4418.05,C
МстиславльИндустрия АО (БЕЛАРУСЬ),4418.02,C
ЖитковичиЭкспорт ТОО (БЕЛАРУСЬ),4416.00,C
"ООО ""ГАЛАКТИКА""",4406.40,C
БИЗНЕС-АВИА ООО,4402.65,C
ЕльскЭкспорт АО (УКРАИНА),4330.37,C
ПетропавловскКом ТОО (КАЗАХСТАН),4294.42,C
ДонецкФарма АО (УКРАИНА),4284.00,C
КосмосФинанс ТОО,4268.16,C
ХойникиИндустрия ООО (БЕЛАРУСЬ),4262.04,C
АстанаКом ТОО (КАЗАХСТАН),4259.52,C
ГлускКом АО (БЕЛАРУСЬ),4226.16,C
"ПАО ""ИЛ""",4222.80,C
РадугаПроект ООО (ТАДЖИКИСТАН),4222.80,C
"АЛЬФА-50 ООО, Москва",4221.46,C
КраснопольеКом ТОО (БЕЛАРУСЬ),4212.00,C
ГАЛАНТ-СТРОЙ ООО,4211.96,C
ВЕТЕРАН ООО,4168.32,C
ШтормФарма АО,4161.60,C
АРТЕЛЬ ООО,4161.30,C
ГЕПАРД-СТРОЙ ООО,4154.80,C
ЖодиноМед ООО (БЕЛАРУСЬ),4127.54,C
"АО ""АВТОВАЗ""",4125.60,C
СтолинТранс АО (ГРУЗИЯ),4104.00,C
СлавгородЭнерго ТОО (БЕЛАРУСЬ),4089.63,C
ИвацевичиСервис АО (МОЛДОВА),4055.04,C
РоссоныЛогистика АО (БЕЛАРУСЬ),4038.48,C
КраснопольеТранс АО (ГРУЗИЯ),4009.20,C
ДЕЛЬТАЛОГИСТИК ООО,3982.80,C
АУРА ООО,3876.30,C
ТолочинЭкспорт АО (БЕЛАРУСЬ),3862.80,C
КостюковичиЛогистика АО (БЕЛАРУСЬ),3849.12,C
СлавгородИнвест ООО (БЕЛАРУСЬ),3848.82,C
ВитебскФинанс АО (МОЛДОВА),3831.26,C
ЛиозноТех ООО (БЕЛАРУСЬ),3824.42,C
"СИГМА-ПЛЮС ООО, Тюмень",3791.34,C
ДубровноМаш АО (РОССИЯ),3763.19,C
СигмаСтроительство ТОО,3762.62,C
ШкловМед АО (УКРАИНА),3746.52,C
КостюковичиФарма ООО (БЕЛАРУСЬ),3728.65,C
РУЧЕЙ ООО,3673.96,C
ПавлодарМед АО (УКРАИНА),3670.86,C
ЗабайкальеЛогистика ООО,3660.60,C
ВолгаТех ООО,3598.56,C
ТуровИнновации ООО (БЕЛАРУСЬ),3564.00,C
ХерсонМаш ТОО (ТУРКМЕНИСТАН),3564.00,C
ПолоцкПроект АО (БЕЛАРУСЬ),3561.19,C
ЧечняСервис ООО,3542.40,C
ДубровноКом ТОО (БЕЛАРУСЬ),3542.40,C
ПлутонТех АО (ГРУЗИЯ),3542.40,C
КировскСервис АО (БЕЛАРУСЬ),3516.52,C
"ООО ""АВТО-ГРУПП""",3510.00,C
МиорыФарма АО (УКРАИНА),3498.12,C
БАЛ ООО,3391.20,C
ОршаСервис АО (МОЛДОВА),3386.16,C
ВитебскПроект АО (БЕЛАРУСЬ),3274.80,C
КопыльЭнерго АО (РОССИЯ),3240.00,C
СТРОЙИНДУСТРИЯ ООО,3240.00,C
"ОАО ""Аппаратура дальней связи""",3240.00,C
"ОАО ""НАК ""АКИ-ОТЫР""",3236.69,C
ТуровИнвест ООО (БЕЛАРУСЬ),3230.64,C
КСИ-ПРОД ООО,3188.00,C
БрагинЭнерго ООО (БЕЛАРУСЬ),3165.90,C
АЛЬТАИР ООО,3160.80,C
ЛяховичиИнвест ООО (БЕЛАРУСЬ),3120.68,C
ЧувашияМед ТОО,3101.71,C
ЗапорожьеКонсалт ООО (АЗЕРБАЙДЖАН),3077.71,C
ДагестанФинанс ООО,3064.32,C
ЧечняПроект ТОО (КИРГИЗИЯ),3063.60,C
СИРИУС-ТРЕЙД ООО,3060.00,C
ШкловЭнерго ТОО (БЕЛАРУСЬ),3053.76,C
АктобеЭнерго ТОО (КАЗАХСТАН),3044.04,C
КраснопольеЭкспорт ТОО (КИРГИЗИЯ),3036.96,C
РечицаСтрой АО (БЕЛАРУСЬ),2984.64,C
"ООО ""ЮРБ""",2952.36,C
НовополоцкМед ТОО (КИРГИЗИЯ),2933.42,C
АНДРОМЕДА ООО,2918.60,C
БобруйскЛогистика АО (МОЛДОВА),2905.67,C
ХакасияФарма АО,2878.20,C
ГоркиТех ТОО (ТУРКМЕНИСТАН),2878.20,C
КрымЛогистика ОАО,2878.20,C
ТАЙФУН ООО,2814.14,C
"АО ""АТЗ""",2782.63,C
СтолбцыИнновации ООО (БЕЛАРУСЬ),2780.08,C
СлуцкЛогистика АО (БЕЛАРУСЬ),2759.74,C
СПЕКТР ООО,2700.00,C
ЧувашияМаш ТОО (ТУРКМЕНИСТАН),2685.48,C
КраснопольеЭкспорт АО (БЕЛАРУСЬ),2683.69,C
ЛунинецКом АО (БЕЛАРУСЬ),2649.60,C
КостюковичиТрейд АО (ГРУЗИЯ),2649.60,C
"ООО ""СР-Дортех""",2649.60,C
ОсиповичиСервис ТОО (БЕЛАРУСЬ),2649.60,C
ПСИ-КОМ ООО,2603.40,C
ОдессаТех ООО,2598.24,C
ЛюбаньКонсалт ООО (АЗЕРБАЙДЖАН),2580.17,C
РоссоныМед ООО (УЗБЕКИСТАН),2575.80,C
НаровляИндустрия ООО (БЕЛОРУСЬ),2570.40,C
ЧериковСервис ТОО (АРМЕНИЯ),2541.90,C
ЛюбаньЭнерго ООО (БЕЛАРУСЬ),2538.72,C
ТетаТранс ТОО,2504.73,C
ЗапорожьеКонсалт ТОО,2500.06,C
СФЕРА ООО,2436.00,C
СтолбцыФарма АО (БЕЛАРУСЬ),2435.40,C
"БФ ПН ""ВЕРА И НАДЕЖДА НА ЗДОРОВОЕ БУДУЩЕЕ""",2410.38,C
СКИФ ООО,2396.60,C
КалинковичиЛогистика ТОО (АРМЕНИЯ),2377.16,C
ДнепрЛогистика ООО,2317.08,C
ЭЛЬБРУС ООО,2314.40,C
ДельтаПроект ООО,2300.55,C
СлуцкСервис ООО (БЕЛАРУСЬ),2277.90,C
